Date,Ticker,Headline,SentimentScore,URL
2026-07-16,HDFCBANK,HDFCBANK: BKEAY or HDB: Which Is the Better Value Stock Right Now?,-0.004117965655498657,https://finance.yahoo.com/markets/stocks/articles/bkeay-hdb-better-value-stock-154002685.html
2026-07-16,MACRO,MACRO: India's stock benchmarks open higher as IT rebounds ahead of key results,0.6991763493478554,https://finance.yahoo.com/news/indian-shares-seen-opening-flat-022712701.html
2026-07-16,RELIANCE,RELIANCE: India's Jio Financial profit jumps on growth across businesses,1.0,https://finance.yahoo.com/news/indias-jio-financial-profit-jumps-132034938.html
2026-07-16,TECHM,TECHM: Tech Mahindra Ltd (BOM:532755) Q1 2027 Earnings Call Highlights: Strong Revenue Growth and ...,0.42122665341371673,https://finance.yahoo.com/markets/stocks/articles/tech-mahindra-ltd-bom-532755-190119824.html
2026-07-16,WIPRO,WIPRO: Wipro Ltd (WIT) Q1 2027 Earnings Call Highlights: Navigating Growth and Challenges with ...,0.4384115634894414,https://finance.yahoo.com/markets/stocks/articles/wipro-ltd-wit-q1-2027-210036427.html
2026-07-16,WIPRO,WIPRO: Wipro Q1 Earnings Call Highlights,-0.10731781978259716,https://finance.yahoo.com/markets/stocks/articles/wipro-q1-earnings-call-highlights-130254230.html
2026-07-16,WIPRO,WIPRO: India's Wipro misses first-quarter revenue view,0.010942660155613173,https://finance.yahoo.com/news/indias-wipro-misses-first-quarter-102301446.html
2026-07-16,TCS,TCS: TCS opens industrial AI lab in Bengaluru in partnership with Nvidia,0.005662666480200214,https://finance.yahoo.com/technology/ai/articles/tcs-opens-industrial-ai-lab-110314597.html
2026-07-16,WIPRO,"WIPRO: India's Wipro lags peers after earnings miss, weak forecast",-0.420908737219738,https://finance.yahoo.com/technology/articles/indias-wipro-misses-first-quarter-102301190.html
2026-07-16,SBIN,SBIN: India's SBI Funds Management draws $31 billion in country's fourth-most-bid IPO,-0.030999292821976658,https://finance.yahoo.com/news/indias-sbi-funds-management-draws-143235036.html
2026-07-15,SBIN,SBIN: SBI hires former LIC finance head Sunil Agrawal as CFO,0.12162463401229555,https://finance.yahoo.com/news/state-bank-india-names-sunil-150153534.html
2026-07-15,HDFCBANK,HDFCBANK: India's HDB Financial Services posts higher quarterly profit on steady loan demand,0.7580033762416907,https://finance.yahoo.com/news/indias-hdb-financial-services-posts-112329155.html
2026-07-15,ICICIBANK,ICICIBANK: India's ICICI Prudential Life reports quarterly profit jump on strong premium growth,1.0,https://finance.yahoo.com/news/indias-icici-prudential-life-reports-084030375.html
2026-07-15,ICICIBANK,ICICIBANK: India's ICICI Lombard's quarterly profit falls,0.619141655593725,https://finance.yahoo.com/news/indias-icici-lombards-quarterly-profit-132851289.html
2026-07-15,HEROMOTOCO,"HEROMOTOCO: India's Ather Energy to raise $125 million via share issue, warrants",0.09112961074612043,https://finance.yahoo.com/news/indias-ather-energy-raise-125-102457261.html
2026-07-15,MACRO,MACRO: Indian shares seen muted as US inflation relief offsets Mideast tensions,-0.06276872635932385,https://finance.yahoo.com/news/indian-shares-seen-muted-us-023259103.html
2026-07-15,WIPRO,WIPRO: Wipro Builds AI Momentum With Capco Recognition and Major METRO Project,-0.0778718870929709,https://finance.yahoo.com/technology/ai/articles/wipro-builds-ai-momentum-capco-002816032.html
2026-07-14,SBIN,SBIN: Ripple’s Biggest Shareholder Is Building Institutional XRP Lending in Japan,0.018294589383698715,https://finance.yahoo.com/markets/crypto/articles/ripple-biggest-shareholder-building-institutional-133021828.html
2026-07-14,SBIN,SBIN: XRP Price to $0.54? 50% Crash Warning as SBI and Solana Partnership Hits Japan,-0.40911765978845105,https://finance.yahoo.com/markets/crypto/articles/xrp-price-0-54-50-132715356.html
2026-07-14,SBIN,"SBIN: Citi, others dial back India rate hike calls as inflation expected to stay moderate",-0.06329997369053833,https://finance.yahoo.com/news/citi-others-dial-back-india-104317090.html
2026-07-14,HCLTECH,HCLTECH: India's HCLTech slips as unchanged FY27 outlook overshadows quarterly beat,0.5809701393282274,https://finance.yahoo.com/news/indias-hcltech-slips-unchanged-fy27-035529751.html
2026-07-14,GRASIM,GRASIM: Shell agrees $1.8bn sale of Sprng Energy to Aditya Birla Renewables,-0.04553033699855522,https://finance.yahoo.com/energy/articles/shell-agrees-1-8bn-sale-112304810.html
2026-07-14,MACRO,MACRO: Indian shares set to open lower as Middle East tensions raise inflation worries,-0.5386770469364375,https://finance.yahoo.com/news/indian-shares-set-open-lower-023645666.html
2026-07-14,HEROMOTOCO,HEROMOTOCO: India's Hero MotoCorp to invest about $104 million in Ather Energy,0.03298655357028495,https://finance.yahoo.com/news/indias-hero-motocorp-invest-104-144812921.html
2026-07-14,INFYS,INFYS: Software Stocks Sink as IBM Miss Delivers ‘Devastating Blow’,-0.4214989378721062,https://finance.yahoo.com/markets/stocks/articles/software-stocks-sink-ibm-miss-121958301.html
2026-07-14,TCS,TCS: ABB taps TCS to overhaul global network operations with AI,-0.06560636745419152,https://finance.yahoo.com/technology/ai/articles/abb-taps-tcs-overhaul-global-120506365.html
2026-07-13,HCLTECH,HCLTECH: HCL Technologies Ltd (BOM:532281) Q1 2027 Earnings Call Highlights: Record Bookings Amidst ...,0.3811675403578123,https://finance.yahoo.com/markets/stocks/articles/hcl-technologies-ltd-bom-532281-210026577.html
2026-07-13,GRASIM,GRASIM: India's Aditya Birla Group's renewables arm to buy Sprng Energy from Shell,0.5239488976626595,https://finance.yahoo.com/news/indias-aditya-birla-groups-renewables-143806440.html
2026-07-13,MACRO,MACRO: Indian shares seen opening lower as fresh Mideast tensions lift oil prices,-0.46682080480559407,https://finance.yahoo.com/news/indian-shares-seen-opening-lower-021802398.html
2026-07-13,SBIN,SBIN: Asset manager IPO rewards Amundi's early India bet,0.09350542333865396,https://finance.yahoo.com/news/asset-manager-ipo-rewards-amundis-015552568.html
2026-07-13,SBIN,SBIN: SBI Partners With Solana Foundation to Build Japan’s On-Chain Financial Market,0.04996128214861532,https://finance.yahoo.com/markets/crypto/articles/sbi-partners-solana-foundation-build-125257133.html
2026-07-13,BHARTIARTL,BHARTIARTL: Singtel winds up Mauritius unit linked to Bharti Airtel investment,-0.2132464616186041,https://finance.yahoo.com/news/singtel-winds-mauritius-unit-linked-121750266.html
2026-07-13,TCS,TCS: India's TCS bags multi-million contract from industrial giant ABB,0.0927479424626466,https://finance.yahoo.com/news/indias-tcs-bags-multi-million-063708306.html
2026-07-13,ASIANPAINT,ASIANPAINT: India's Asian Paints hikes prices by 12% as West Asia conflict drives up costs,0.041513221641165575,https://finance.yahoo.com/news/indias-asian-paints-hikes-prices-121739163.html
2026-07-13,ICICIBANK,ICICIBANK: ICICI Bank Ltd (IBN) Joins TPG to Acquire Aseem Infrastructure,-0.11174916050421907,https://finance.yahoo.com/markets/stocks/articles/icici-bank-ltd-ibn-joins-092959530.html
2026-07-13,HDFCBANK,"HDFCBANK: HDFC headcount shrinks by over 3,000 amid automation push",-0.04447253777446538,https://finance.yahoo.com/technology/ai/articles/hdfc-headcount-shrinks-over-3-100014270.html
2026-07-13,HCLTECH,HCLTECH: India's HCLTech results beat on financial services boost; enters data center business,0.39201843987792767,https://finance.yahoo.com/markets/stocks/articles/indias-hcltech-beats-first-quarter-121924881.html
2026-07-13,HCLTECH,HCLTECH: India's HCLTech beats first-quarter revenue estimates on financial services strength,0.5003078452969576,https://finance.yahoo.com/news/indias-hcltech-beats-first-quarter-123842030.html
2026-07-13,HDFCBANK,"HDFCBANK: India's retail inflation accelerates to 4.38%, raising rate hike expectations",-0.06164781455367267,https://finance.yahoo.com/economy/policy/articles/indias-retail-inflation-accelerates-4-104829574.html
2026-07-13,ICICIBANK,"ICICIBANK: Quadria-backed India's Maxivision hires IPO bankers, sources say",0.028030935930606203,https://finance.yahoo.com/healthcare/articles/quadria-backed-indias-maxivision-hires-105551419.html
2026-07-12,TCS,"TCS: India's Tata Consultancy Services plans up to 8,900 AI deployment engineers, seeks AI acquisitions",-0.07063214855800945,https://finance.yahoo.com/news/indias-tata-consultancy-services-plans-083649966.html
2026-07-12,DRREDDY,"DRREDDY: Dr. Reddy's Laboratories Flags Semaglutide Supply Delay, Says No Recall Risk",-0.0432017794742773,https://finance.yahoo.com/healthcare/articles/dr-reddys-laboratories-flags-semaglutide-210201790.html
2026-07-12,HDFCBANK,"HDFCBANK: India’s Largest Private Bank Lost Over 3,000 Employees to AI",-0.09082991883164036,https://finance.yahoo.com/technology/ai/articles/india-largest-private-bank-lost-182836731.html
2026-07-10,MACRO,MACRO: Indian shares set to open higher; TCS in focus after revenue beat,0.6798987077243184,https://finance.yahoo.com/news/indian-shares-set-open-higher-023710144.html
2026-07-10,TCS,TCS: Indian shares set to open higher; TCS in focus after revenue beat,0.8264350315668703,https://finance.yahoo.com/news/indian-shares-set-open-higher-023710144.html
2026-07-10,BHARTIARTL,BHARTIARTL: India exempts GIFT City units from foreign vessel licensing,-0.03157910147929972,https://finance.yahoo.com/news/india-exempts-gift-city-units-142122204.html
2026-07-10,ONGC,ONGC: India's ONGC plans to build 1.75 million ton national strategic oil reserve,-0.11589983301917604,https://finance.yahoo.com/news/indias-ongc-plans-build-1-045430735.html
2026-07-10,TCS,TCS: India's TCS rises after quarterly revenue beat,0.4446383357959215,https://finance.yahoo.com/news/indias-tcs-rises-quarterly-revenue-035627890.html
2026-07-10,ONGC,ONGC: India Expands Strategic Oil Reserves With New ONGC Storage Plan,-0.05221939246612348,https://finance.yahoo.com/energy/articles/india-expands-strategic-oil-reserves-073019614.html
2026-07-09,INFYS,INFYS: Nandan Nilekani leaves GP role at Fundamentum as it launches $200M third fund,0.08833690417966873,https://finance.yahoo.com/technology/articles/nandan-nilekani-leaves-gp-role-120000672.html
2026-07-09,SUNPHARMA,SUNPHARMA: India's Dr Reddy's on track for worst day in 3 years as semaglutide supplies hit,-0.04396476739713668,https://finance.yahoo.com/healthcare/articles/dr-reddys-delays-semaglutide-supply-045431594.html
2026-07-09,TCS,TCS: Indian shares stage partial rebound; Mideast tensions cap gains,0.06390706690366951,https://finance.yahoo.com/news/indian-shares-seen-opening-higher-022543620.html
2026-07-09,SBIN,SBIN: DeFi veteran Gauntlet raises $125 million from Japanese financial giant SBI Holdings,0.0128701194909124,https://finance.yahoo.com/markets/crypto/articles/defi-veteran-gauntlet-raises-125-120000442.html
2026-07-09,TCS,"TCS: India's TCS tops revenue estimates on weak rupee, banking boost",-0.04640807198690677,https://finance.yahoo.com/news/indias-tcs-beats-first-quarter-102955034.html
2026-07-09,TCS,TCS: Tata Consultancy Services Ltd (BOM:532540) Q1 2027 Earnings Call Highlights: Strong Revenue ...,0.08810743109183544,https://finance.yahoo.com/markets/stocks/articles/tata-consultancy-services-ltd-bom-210054791.html
2026-07-09,SBIN,SBIN: India's SBI to sell 1.42% stake in SBI Funds ahead of IPO,-0.5198588153914767,https://finance.yahoo.com/news/indias-sbi-sell-1-42-205125361.html
2026-07-09,MARUTI,MARUTI: India's JK Tyre plans 11%-13% price hikes by September-end,0.20251776511662523,https://finance.yahoo.com/news/indias-jk-tyre-plans-11-065029335.html
2026-07-08,MACRO,MACRO: Indian shares set to open lower as US-Iran tensions lift oil prices,-0.5412920676818666,https://finance.yahoo.com/news/indian-shares-set-open-lower-023521974.html
2026-07-08,SBIN,SBIN: SBI Funds Management files for IPO set to open July 14,0.0831372624012098,https://finance.yahoo.com/markets/stocks/articles/sbi-funds-management-files-ipo-163215411.html
2026-07-08,TATACONSUM,"TATACONSUM: Blue Tokai Targets 800 Stores, Sees Revenue Jump Over 50%",0.4255356321798727,https://finance.yahoo.com/small-business/articles/blue-tokai-targets-800-stores-191902319.html
2026-07-08,INFYS,INFYS: Infosys Limited (INFY) Partners with Sentara To Enable AI Integration and Use in Hospitals,0.011827860888097732,https://finance.yahoo.com/technology/ai/articles/infosys-limited-infy-partners-sentara-155130172.html
2026-07-08,HDFCBANK,HDFCBANK: Asian Equities Traded in the US as American Depositary Receipts Higher in Wednesday Trading,0.3744988629100309,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144314127.html
2026-07-08,ICICIBANK,ICICIBANK: InsuranceDekho parent selects banks for possible IPO,0.03406179478859064,https://finance.yahoo.com/markets/stocks/articles/insurancedekho-parent-selects-banks-possible-135545694.html
2026-07-07,IOC,"IOC: India's top refiner charters VLCC to load oil from Iraq, sources say",-0.059679317087603996,https://finance.yahoo.com/news/indias-top-refiner-charters-vlcc-164155352.html
2026-07-07,SBIN,"SBIN: India's largest asset manager draws top sovereign funds in $1.2 billion IPO, sources say",0.0950871976794352,https://finance.yahoo.com/news/indias-largest-asset-manager-draws-081459839.html
2026-07-07,MACRO,"MACRO: Indian shares set to extend gains on pre-earnings updates, foreign buying",-0.08092967686785946,https://finance.yahoo.com/news/indian-shares-set-extend-gains-023324655.html
2026-07-07,MACRO,MACRO: India's Trent heads for biggest one-day loss in a year on quarterly revenue miss,-1.0,https://finance.yahoo.com/news/indias-trent-falls-weaker-expected-041019803.html
2026-07-07,INFYS,INFYS: Asian Equities Traded in the US as American Depositary Receipts Drop Sharply in Tuesday Trading,-0.43772234803295024,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144050720.html
2026-07-06,KOTAKBANK,KOTAKBANK: Indian shares likely to open higher on strong business updates from lenders,0.5975148566087364,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022746814.html
2026-07-06,TCS,"TCS: Indian IT firms face muted Q1 as AI shift, weak demand weigh",-0.14663281573900797,https://finance.yahoo.com/technology/articles/indian-firms-face-muted-q1-094537453.html
2026-07-06,HCLTECH,"HCLTECH: Indian IT firms face muted Q1 as AI shift, weak demand weigh",-0.04063940155857679,https://finance.yahoo.com/technology/articles/indian-firms-face-muted-q1-094537453.html
2026-07-06,HDFCBANK,HDFCBANK: Indian shares likely to open higher on strong business updates from lenders,0.3522021856499856,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022746814.html
2026-07-06,IOC,"IOC: Indian Oil, HPCL buy 7 million barrels of crude via tenders, trade sources say",0.34088559442068006,https://finance.yahoo.com/news/indian-oil-hpcl-buy-7-093723664.html
2026-07-06,INFYS,"INFYS: Indian IT firms face muted Q1 as AI shift, weak demand weigh",0.053448220761930926,https://finance.yahoo.com/technology/articles/indian-firms-face-muted-q1-094537453.html
2026-07-06,WIPRO,"WIPRO: Indian IT firms face muted Q1 as AI shift, weak demand weigh",0.06008656620333252,https://finance.yahoo.com/technology/articles/indian-firms-face-muted-q1-094537453.html
2026-07-06,ICICIBANK,ICICIBANK: Asian Equities Traded in the US as American Depositary Receipts Soar in Monday Trading,-0.020740722829334684,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144711286.html
2026-07-06,INDUSINDBK,INDUSINDBK: Indian shares likely to open higher on strong business updates from lenders,0.3713481664404465,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022746814.html
2026-07-06,MACRO,MACRO: Indian shares likely to open higher on strong business updates from lenders,0.5533578184306062,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022746814.html
2026-07-06,HDFCBANK,HDFCBANK: Asian Equities Traded in the US as American Depositary Receipts Soar in Monday Trading,0.15724483315089513,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144711286.html
2026-07-06,AXISBANK,AXISBANK: Indian shares likely to open higher on strong business updates from lenders,0.5054848224139968,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022746814.html
2026-07-05,WIPRO,WIPRO: Wipro (WIT) Completes Data Center Migration for METRO AG,-0.12400330489257912,https://finance.yahoo.com/technology/ai/articles/wipro-wit-completes-data-center-200725808.html
2026-07-05,WIPRO,WIPRO: Wipro Limited (WIT) Asserts Datacenter Prowess with METRO IT Migration,-0.0869910763203374,https://finance.yahoo.com/technology/articles/wipro-limited-wit-asserts-datacenter-225320129.html
2026-07-05,MACRO,MACRO: India regains favor as investors seek shelter from AI-driven market swings,-0.0023893413478184,https://finance.yahoo.com/markets/stocks/articles/india-regains-favor-investors-seek-031343369.html
2026-07-05,TCS,TCS: Investors Looking for Shelter From AI Storm Are Turning to India,-0.070353486531749,https://finance.yahoo.com/markets/stocks/articles/investors-looking-shelter-ai-storm-020000150.html
2026-07-04,INFYS,INFYS: Madison Square Garden Entertainment Corp. (MSGE) To Remain Fully Operational Amid New York Penn Station Redevelopment,-0.02696997591900607,https://finance.yahoo.com/markets/stocks/articles/madison-square-garden-entertainment-corp-133527129.html
2026-07-04,ONGC,ONGC: BP (LSE:BP) Reshuffles Leadership And Expands ONGC Partnership In India,-0.15952454741184047,https://finance.yahoo.com/energy/articles/bp-lse-bp-reshuffles-leadership-180828598.html
2026-07-03,INFYS,INFYS: Infosys (NSEI:INFY) Stock Sees Modest Fair Value Cut As AI Hopes Meet Choppy Demand,-0.04943339784181996,https://finance.yahoo.com/markets/stocks/articles/infosys-nsei-infy-stock-sees-131751150.html
2026-07-03,HCLTECH,HCLTECH: India's HCLTech wins $1.14 billion deal with European firm,-0.04634098623257793,https://finance.yahoo.com/news/indias-hcltech-wins-1-14-041320501.html
2026-07-03,HDFCBANK,"HDFCBANK: India's ICICI Bank to join peers in dollar debt funding under RBI swap window, sources say",0.1247509340166041,https://finance.yahoo.com/news/indias-icici-bank-join-peers-072222158.html
2026-07-03,MACRO,MACRO: Indian shares to open higher on easing Fed rate-hike bets,0.5642131213495849,https://finance.yahoo.com/news/indian-shares-open-higher-easing-022140014.html
2026-07-03,ICICIBANK,"ICICIBANK: India's ICICI Bank to join peers in dollar debt funding under RBI swap window, sources say",-0.10353086094169335,https://finance.yahoo.com/news/indias-icici-bank-join-peers-072222158.html
2026-07-03,ADANIPORTS,"ADANIPORTS: India's Kerala state not consulted on MSC's $1.4 billion port investment, chief minister says",-0.20381210409833478,https://finance.yahoo.com/news/indias-kerala-state-not-consulted-070810610.html
2026-07-03,AXISBANK,"AXISBANK: India's ICICI Bank to join peers in dollar debt funding under RBI swap window, sources say",-0.04654424548281142,https://finance.yahoo.com/news/indias-icici-bank-join-peers-072222158.html
2026-07-03,ADANIENT,ADANIENT: India's Adani Enterprises raises QIP issue size to $1.6 billion,0.12935051807868758,https://finance.yahoo.com/news/indias-adani-enterprises-raises-qip-054248584.html
2026-07-03,ADANIENT,ADANIENT: LME approves Adani's major copper smelter in India as listed brand,0.1819180836458199,https://finance.yahoo.com/news/lme-approves-adanis-major-copper-162049500.html
2026-07-02,INFYS,INFYS: Asian Equities Traded in the US as American Depositary Receipts Surge in Thursday Trading,0.42125797037269674,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144152150.html
2026-07-02,KOTAKBANK,KOTAKBANK: Deutsche Bank (XTRA:DBK) Agrees To Sell India Retail Unit To Kotak Mahindra,-0.5008963611221531,https://finance.yahoo.com/markets/stocks/articles/deutsche-bank-xtra-dbk-agrees-011642374.html
2026-07-02,MACRO,MACRO: Indian shares open higher as oil prices drop on US-Iran talks,-0.1012865561822772,https://finance.yahoo.com/news/indian-shares-set-positive-start-021545035.html
2026-07-02,SBIN,SBIN: Japanese Financial Giant SBI to Shut Down Bitcoin Mining Pool,-0.0668880413033963,https://finance.yahoo.com/markets/crypto/articles/japanese-financial-giant-sbi-shut-182847871.html
2026-07-02,BHARTIARTL,"BHARTIARTL: Why India Is Becoming a Data-Center Hub, Whether Communities Like It or Not",-0.037107248888788615,https://www.barrons.com/articles/ai-data-centers-india-75425e19?siteid=yhoof2&yptr=yahoo
2026-07-01,IOC,"IOC: India cuts price of LPG cylinder for industrial clients, local media reports",0.1175215179303801,https://finance.yahoo.com/news/india-cuts-price-lpg-cylinder-030555321.html
2026-07-01,KOTAKBANK,KOTAKBANK: Kotak to acquire Deutsche Bank’s retail and wealth businesses in India,-0.08130114364174353,https://finance.yahoo.com/markets/stocks/articles/kotak-acquire-deutsche-bank-retail-114507501.html
2026-07-01,MACRO,MACRO: Indian shares open higher led by autos; Mideast caution limits upside,-0.0665561534728145,https://finance.yahoo.com/news/indian-shares-likely-open-higher-022818481.html
2026-07-01,ONGC,ONGC: BP p.l.c. (BP) Finalizes Technical Services Contract with ONGC,0.0018661670182157839,https://finance.yahoo.com/energy/articles/bp-p-l-c-bp-162708517.html
2026-07-01,KOTAKBANK,KOTAKBANK: DB to Offload India Retail Unit to Kotak Amid Global Hausbank Push,-0.03242854926371152,https://finance.yahoo.com/markets/stocks/articles/db-offload-india-retail-unit-144500540.html
2026-06-30,TECHM,TECHM: How New AI Cloud Partnerships And Rising Costs At Microsoft (MSFT) Have Changed Its Investment Story,0.025190057504929603,https://finance.yahoo.com/technology/ai/articles/ai-cloud-partnerships-rising-costs-171016584.html
2026-06-30,KOTAKBANK,KOTAKBANK: Deutsche Bank sells India retail business to Kotak Mahindra,0.07448426257110184,https://finance.yahoo.com/news/deutsche-bank-sells-india-retail-120901095.html
2026-06-30,COALINDIA,COALINDIA: Coal India to invest $201 million in research and development by fiscal 2030,0.01806390808387203,https://finance.yahoo.com/news/coal-india-invest-201-million-085537089.html
2026-06-30,KOTAKBANK,"KOTAKBANK: Kotak Mahindra Bank to buy Deutsche Bank's India retail, wealth business for about $30 million",0.5384012098193033,https://finance.yahoo.com/news/kotak-mahindra-bank-buy-deutsche-115828581.html
2026-06-30,ADANIPORTS,ADANIPORTS: Adani Ports to Sell India Port Stake to Swiss Shipping Group MSC for $1.40B,-0.40190755773860004,https://www.wsj.com/business/logistics/adani-ports-to-sell-india-port-stake-to-swiss-shipping-group-msc-for-1-40b-39866d1b?siteid=yhoof2&yptr=yahoo
2026-06-30,SBIN,"SBIN: India's SBI-backed Cashfree Payments bets on cross-border push with travel, investment payments",0.0232544683361844,https://finance.yahoo.com/markets/currencies/articles/indias-sbi-backed-cashfree-payments-101111794.html
2026-06-30,MACRO,MACRO: Indian shares likely to open higher; HDFC Bank in focus after management rejig,0.5780124128708463,https://finance.yahoo.com/news/indian-shares-likely-open-higher-023209264.html
2026-06-30,HDFCBANK,HDFCBANK: Indian shares likely to open higher; HDFC Bank in focus after management rejig,0.5006247553612186,https://finance.yahoo.com/news/indian-shares-likely-open-higher-023209264.html
2026-06-30,SBIN,SBIN: Are Investors Undervaluing SBI (SBHGF) Right Now?,-0.0256397247251676,https://finance.yahoo.com/markets/stocks/articles/investors-undervaluing-sbi-sbhgf-now-134003159.html
2026-06-29,HDFCBANK,HDFCBANK: India's HDFC Bank names part-time chairman,-0.0181718888596622,https://finance.yahoo.com/news/indias-hdfc-bank-names-part-151039783.html
2026-06-29,HDFCBANK,HDFCBANK: External review clears HDFC Bank of ex-chair’s governance claims,-0.0928716859162951,https://finance.yahoo.com/markets/stocks/articles/external-review-clears-hdfc-bank-112712732.html
2026-06-29,HDFCBANK,HDFCBANK: EBKDY vs. HDB: Which Stock Is the Better Value Option?,-0.0207908095780868,https://finance.yahoo.com/markets/stocks/articles/ebkdy-vs-hdb-stock-better-154002393.html
2026-06-29,AXISBANK,AXISBANK: India's Axis Bank CFO resigns,0.014486151656310862,https://finance.yahoo.com/news/indias-axis-bank-cfo-resigns-110459542.html
2026-06-29,MACRO,MACRO: Indian shares likely to open steady as US-Iran talks ease escalation fears,0.0946145454995572,https://finance.yahoo.com/news/indian-shares-likely-open-steady-024322803.html
2026-06-29,APOLLOHOSP,"APOLLOHOSP: Quantinuum Stock Fizzled in Its Debut, but Wall Street Calls It a Buy",0.4623267656405482,https://www.barrons.com/articles/quantinuum-stock-ipo-buy-quantum-99244f9c?siteid=yhoof2&yptr=yahoo
2026-06-28,TCS,"TCS: China, India See Top Firms Lose Market Cap Share in AI Lag",-0.0112723173437755,https://finance.yahoo.com/markets/world-indices/articles/china-india-see-top-firms-230000570.html
2026-06-27,KOTAKBANK,KOTAKBANK: India's Kotak Bank CEO Vaswani to step down for personal reasons,-0.08401181358973349,https://finance.yahoo.com/news/indias-kotak-bank-ceo-vaswani-112627558.html
2026-06-26,HCLTECH,HCLTECH: Why ServiceNow Stock Gained 9.9%on Friday,-0.0077414488915015,https://finance.yahoo.com/markets/stocks/articles/why-servicenow-stock-gained-9-220118415.html
2026-06-26,INFYS,"INFYS: Robinhood initiation, Nike downgrade among today's top calls on Wall Street",-0.5201793186254255,https://finance.yahoo.com/news/cvs-upgraded-general-mills-downgraded-135035702.html
2026-06-26,ONGC,ONGC: ONGC signs technical services deal with bp for Western Offshore Basin,0.028401731856076078,https://finance.yahoo.com/energy/articles/ongc-signs-technical-services-deal-082155440.html
2026-06-26,ADANIENT,"ADANIENT: Adani prosecutors must justify dropping criminal case, US judge rules",0.04530476405518629,https://finance.yahoo.com/news/us-judge-wont-immediately-dismiss-182028523.html
2026-06-26,SBIN,SBIN: Japan’s SBI Holdings to buy crypto exchange Bitbank,0.399600542991082,https://finance.yahoo.com/markets/crypto/articles/japan-sbi-holdings-buy-crypto-115207154.html
2026-06-26,HDFCBANK,HDFCBANK: India's HDFC Bank says legal review finds no basis for ex-chair's claims,0.0189692509098108,https://finance.yahoo.com/news/indias-hdfc-bank-says-legal-170357942.html
2026-06-25,SBIN,SBIN: Ripple and SBI Launch RLUSD in Japan After JFSA Approval,0.0409209365522168,https://finance.yahoo.com/markets/crypto/articles/ripple-sbi-launch-rlusd-japan-032053384.html
2026-06-25,SBIN,SBIN: SBI Holdings Says $289 Million Bitbank Deal Will Make It Japan's Largest Crypto Exchange,0.0633688705111181,https://finance.yahoo.com/markets/crypto/articles/sbi-holdings-says-289-million-194254427.html
