Date,Nifty50,Energy,IT,Banking,FMCG,Auto,Pharma,Metals,Realty
2016-07-07,7089.521607784967,945.2548561474994,976.9616163719676,998.451663728568,926.7179659281344,942.0291690075062,943.0174963681776,967.7901709209384,934.3257683330992
2016-07-08,7061.56882597749,940.6931535850008,965.2280216954088,978.0985304719428,929.4040526621534,938.6585404801197,935.231159973437,960.353021568904,917.9692636042626
2016-07-11,6998.23002561762,944.7599104323056,946.9009159876688,960.8932208688796,923.8566902283274,934.6502375356544,937.2071428217388,940.4742139375091,903.892598803206
2016-07-12,7057.087946846106,944.4039496649752,960.5494701952614,973.8569339222732,940.750419393029,939.042660802618,943.766860938728,946.1814609780766,913.39407519668
2016-07-13,6949.026743481288,925.9766378443564,947.5128610517314,960.8609719528632,931.7532764671346,931.8165762452004,932.0532054359796,935.5074167214324,902.7066949948456
2016-07-14,6865.370541546147,915.6472425533276,931.8831161129266,936.6273959152009,920.6737868127424,923.1791789624654,919.6063688357984,929.2727876043956,885.6236335028954
2016-07-15,6981.232829802247,943.834281660148,953.0127579789066,962.6693767927432,943.7237862680728,934.0334456242756,934.583465825742,941.7675475514992,906.8236521564968
2016-07-18,7061.733556659269,953.2744345256384,962.5865343965272,987.8002613792366,945.9152362647128,944.0879555403752,951.2774093027556,959.9075477615988,927.2995697943454
2016-07-19,7005.184329164085,951.9276163061654,957.932268864043,976.9866299120636,940.8932318495066,927.0146767440068,932.079142773758,946.3099310489332,924.4781226354175
2016-07-20,7039.832410344608,945.008538086093,968.3852649080432,974.871624768542,935.4068700852245,933.8175767067398,945.0842747288392,947.387271521067,928.1821255541996
2016-07-21,7171.640902432834,966.6464357359694,988.0895968258208,1012.3556903393538,960.6194794678572,943.3254854880824,962.2025698669734,975.1888617720388,961.276049390598
2016-07-22,7174.608036933728,959.9794256604016,1003.5364375157232,1019.6968897022406,959.8760771192002,940.08330288938,961.3424098163404,964.1767894951158,974.3343396021132
2016-07-25,7167.87841973898,944.0016011562216,1001.75041722693,1037.3683476013791,958.0803965562444,934.2615560154336,961.4314510919075,965.0076100991768,985.4102688260514
2016-07-26,7191.691193540335,944.2912561017818,1000.387055717597,1032.5010921772366,956.5960705022663,933.5073380784628,962.7721624166672,963.2610940925194,986.9250243782648
2016-07-27,7175.835716111545,938.8340370018844,978.3053952477848,1011.0545526399744,952.106632733074,937.9551214110334,960.279858190978,949.0818772957552,973.3123912828524
2016-07-28,7128.552244822973,939.4020004160606,954.406463394456,999.9584866302854,948.8724834622514,930.6528974508155,943.677077494278,937.6475063387225,959.0214782107874
2016-07-29,7180.523438645504,956.7911622716554,972.72406383733,1011.746967716603,958.5571794631616,953.2447965650156,947.0553790402528,943.6135530989092,954.9268518530644
2016-08-01,7180.5512737393965,956.0683281911616,956.780031945652,983.0055495521398,953.2875865096036,952.3740669992468,937.6033619384756,938.9505426199188,924.3826720931744
2016-08-02,7116.496018360086,948.6530602327224,934.3863350443266,968.6112818400684,939.2306596457304,949.3489435747492,923.4351203429248,937.4745248229982,925.4309585421446
2016-08-03,7205.862282726248,949.24888702457,955.6575873854046,985.9568874887536,945.6577423638596,956.48192325449,936.0131940508588,941.1999887142936,948.4832777360596
2016-08-04,7276.200076419886,951.6480676707248,954.1353993514234,989.6394150241952,964.4016971247568,970.6813052517384,939.6548835906106,944.1292583743548,958.4071853430988
2016-08-05,7270.935258825663,953.9981098234788,949.1128772708678,992.5216231968814,969.8142303826952,977.90387763805,930.9322654923758,943.751035318993,959.825927007758
2016-08-08,7173.235531276355,941.422146180052,934.9527991865872,962.203768999248,956.0084646109988,968.3532640591776,929.9484233028496,936.622429667078,940.4814761570316
2016-08-09,7164.179839449392,942.1550727143876,925.6800562913052,945.3003442282446,940.5449791706346,965.1688549557402,931.7335257457986,929.6311435286364,934.2768888716636
2016-08-10,7183.727915803666,938.9372535708412,937.5646810130326,957.855754904666,950.6302326487872,977.0255038780224,943.939824240349,936.9827361143556,936.2041670650428
2016-08-11,7150.122241882081,936.607472683721,930.7017780182148,942.0822358103212,942.618598092597,965.3424171428072,945.7079444569292,927.0117338663104,917.1822911039244
2016-08-12,7126.642961436114,912.225798942594,936.9763463198492,944.3247224583018,931.4769045444656,971.7988772978572,943.0207532878244,909.1052297482744,925.5159853750512
2016-08-15,7098.808510459802,910.381735167942,944.6729320077172,955.7530232459708,919.7376498809216,959.8724257816508,939.1257033827902,904.3370339441152,943.7198710228236
2016-08-16,7105.300312050647,911.4658486018398,954.8901303448332,946.041362976337,919.7896929549408,964.7378413620228,933.3314430554178,901.6688927676946,942.2927865356792
2016-08-17,7024.033404051022,903.5984232965286,948.0383281818482,944.159246229195,914.2352978094748,952.1362378773156,930.0502481456052,883.2512712923033,923.6604687853278
2016-08-18,7109.1760439592745,903.972078852282,962.3604494377564,956.1962038853712,923.9968846077232,963.4640193883478,944.5043747185174,898.3122300722514,944.5902621982428
2016-08-19,7207.510871163357,918.064610254748,983.077157891822,984.3546162689856,919.1958717370386,976.2648717717694,950.1259613117488,908.2586104250436,976.4665872463538
2016-08-22,7179.06470428368,909.0490444371652,978.41314830993,993.6017183253448,929.7455438493528,970.5731029040028,940.858762525421,893.7430225903878,987.0145431363532
2016-08-23,7128.568828063696,903.4476124316908,973.9289065130082,998.2854950373688,920.1627977137712,969.6148157776385,916.2725693090408,888.7909962282353,998.8874789803104
2016-08-24,7088.379194592539,899.2971556367905,971.3777923280178,991.6656985879368,903.3628162471236,967.1580678958416,913.2617595784176,879.5259641752965,1002.600089421888
2016-08-25,7096.451306023862,916.9369060240508,985.9528609637106,1024.2475533679828,906.7464950832548,968.6985900837608,902.3677959871892,883.6062203805228,1023.4809809704808
2016-08-26,7168.607681620106,934.2475281120148,993.4311943018108,1028.303727765456,924.528242684616,978.2076421817908,925.1037795619352,890.8434291633843,1027.0155408182236
2016-08-29,7150.664421492895,941.08491649847,991.2234373914991,1044.4969264382544,916.7487815884668,968.9113574767248,916.647533950686,895.432253600249,1042.304056260279
2016-08-30,7170.343693485394,945.0803298375988,987.1562741783218,1036.1635558529165,912.6902022293702,964.3997432213392,927.0702687236025,887.933629906439,1032.4612230199136
2016-08-31,7110.1861524150845,919.3859990213666,981.4603464481702,1023.0282536021822,904.0469182894308,955.7686604170888,921.28435108642,882.216019124137,1031.8134993694375
2016-09-01,7018.78695553176,899.8584682466332,957.3443339840484,987.809164026404,883.101204530131,933.1781266118104,908.6524051303114,876.732412591924,1007.5585476929862
2016-09-02,6925.209226120299,886.0658939834149,943.5604002853296,972.901327096432,865.367467251583,932.0953125869264,893.0285251775135,867.2441161060634,987.9013247982064
2016-09-05,6891.22699214367,878.2189554487419,941.218128839961,963.4175952210708,855.8288411461181,918.9788571260584,905.3931560824282,864.4936404954805,967.3703514202152
2016-09-06,6963.727802825343,872.9433620961953,963.551159059159,970.0885211157868,870.0353163104321,928.5914662991744,905.3780296380104,868.1823372742725,971.6484547699716
2016-09-07,6923.3270234386,866.6193928653479,939.109175403345,960.3809652316262,853.0128876479627,925.76571929688,895.1714905785072,863.4822396342746,951.5488505095018
2016-09-08,6882.538814404115,854.4744750642477,921.884908629046,956.846644631252,856.5702933833952,912.4825536760262,887.8952466522569,863.4339342972178,939.2671411464104
2016-09-09,6838.179655696835,834.7964454617701,921.2817986625532,945.8697952958678,841.2408072937437,906.5425716211558,880.1560466394344,853.4157731869369,932.6828294153707
2016-09-12,6855.55979803795,846.4421278133073,925.871656798888,959.2902926269728,847.9789700746369,924.909266937526,896.921526866123,864.9366255510427,948.680833111672
2016-09-13,6831.739006034697,843.304468799242,913.5653923803792,966.4618616796982,852.9329621901853,921.0529708639494,907.066712303019,882.4936289814132,957.1378571193386
2016-09-14,6793.168287326852,830.8037861709603,913.5761439631416,968.3555266373615,844.2532510571486,908.607106703937,891.2070306741934,873.2513087432184,949.1781946259358
2016-09-15,6879.420315180744,841.8082957698011,905.7586167936336,976.1825184904884,853.0608342166565,918.111767916495,886.5279353398201,882.6793065014041,969.9990388877512
2016-09-16,6854.926467919647,846.864984813265,901.9063192907024,982.4550939858186,840.9848984051038,907.7864772134664,890.4570677194978,884.254446130321,971.5349072975764
2016-09-19,6905.163013207205,844.2172688861764,903.0636384260011,983.2082507873712,837.9639801564139,914.06248419769,909.5113415733388,875.572080807906,990.250651575112
2016-09-20,6724.687490265566,829.0634565722746,865.442197293451,953.435387362692,811.3512709291332,894.9933768009628,880.7433568074749,854.7757099073735,955.2503145231163
2016-09-21,6850.974971377003,845.5204846796372,892.5706371155733,990.0263124309984,831.6015860296083,917.8519506358977,897.6281695834754,863.3478493359981,985.0211678805056
2016-09-22,6918.283607079834,852.2575208758856,898.6965881994532,1000.4348714305733,838.442324018317,924.6480012801126,906.7744768206284,868.899200951245,993.6086173538104
2016-09-23,7055.378132113491,881.5054344402839,926.5044695209938,1036.1232104935564,856.6148824258429,942.7387342694096,919.2362470871363,895.7853086443297,1037.7115175537938
2016-09-26,7065.109516624982,886.1454515857076,932.2720928981072,1046.3823407034602,855.043135776989,941.5624962081704,924.2624653108226,893.6054798475762,1059.8978380565038
2016-09-27,7059.387857776645,888.3424494820445,929.8556405429288,1046.4495018367998,856.3684418342795,941.4813100894008,920.4102769032626,885.9675124309585,1061.060307610435
2016-09-28,7132.303914576221,890.2845112703106,960.270947041659,1078.978611719987,868.2369707024154,960.5131226597944,924.5128340916724,901.9995438027648,1096.5196050847062
2016-09-29,7118.349060858518,887.198995445358,947.1946558473288,1074.3385357271122,873.1976465384696,953.4030856520264,928.8615466896888,892.5920997143111,1099.156626227075
2016-09-30,7184.812481527463,908.8238070998996,956.47716837646,1087.2257404794686,869.134042197273,959.4758371082968,959.075109878316,900.3063326935237,1106.3820904438633
2016-10-03,7176.179080113168,903.8742218529434,949.4705107404342,1072.634628842534,883.4359905216926,961.0523707771716,968.3454848924958,894.6980363463609,1113.952836614479
2016-10-04,7237.170678183415,912.8366999260784,947.4989209410724,1069.8250470778123,893.7886864563042,967.1151089296344,979.2430735012258,901.1379548634352,1120.103037541291
2016-10-05,7209.311076000818,912.2471721909342,940.209046888662,1069.4011166553512,889.0647149540624,957.5186331614428,971.2190586754452,899.7009767536185,1127.9426735514214
2016-10-06,7255.751738805558,916.172309730672,947.738760976804,1068.0009210316696,884.1064846389503,960.3659436140294,976.7925901700758,899.6900292360859,1144.260200752132
2016-10-07,7302.825871220108,927.4140825166896,955.443083011932,1084.454849324546,888.1614259527545,960.34296388643,985.47602934821,900.7775938745036,1138.10190792989
2016-10-10,7409.057051013219,951.9663404184791,974.6332876137236,1104.9031977466495,893.5517743010726,969.1043635746496,1009.0855166539344,912.7183864562396,1150.132396965425
2016-10-11,7367.754845945677,943.6308884400177,965.8411732150612,1092.360371460729,875.0093574060127,963.4507133699952,1010.6573909715228,909.3278362142092,1155.2247601399704
2016-10-12,7250.02952829776,928.6712223635092,931.1903817349346,1036.089147603082,864.3778454113427,946.4291879949848,1008.4167589619258,898.1809251504602,1094.3639582367307
2016-10-13,7167.166239024342,936.5701591704516,921.4399350826078,1032.549751655018,854.9795573176023,935.9394460675647,1006.5015833126822,887.4657987096443,1083.4480752076915
2016-10-14,7160.520388206378,943.9563144333508,925.7269699497516,1037.486941460999,867.1289812909496,933.3276094108812,1000.1531636243428,894.9310800313249,1098.0361527141229
2016-10-17,7125.027364177366,948.106985601244,928.4771261951196,1040.0222882671048,867.662585640196,928.8758539649418,1001.0761515306384,887.419433042243,1094.1821597814755
2016-10-18,7177.062043301046,959.287110428166,938.8886736291712,1057.4441517210505,870.5826093948968,939.3368405362438,1024.7983914185295,892.8147518994256,1093.9459381859854
2016-10-19,7217.888109403061,951.0159943172284,935.4391413982556,1063.2254957880714,875.4209078569543,946.1351574801492,1046.6173164779686,901.6730927291404,1095.510912190916
2016-10-20,7161.246589099941,944.9755487879556,917.0807459875388,1051.175554262121,870.4616953174607,942.0199743576654,1044.432383571544,899.3917717015136,1068.2599864908243
2016-10-21,7126.649906873208,932.0819614669692,916.898165043428,1046.5840116669456,863.7220655938476,931.148731034496,1040.708178060249,891.5101758100108,1052.0661072984676
2016-10-24,7177.186129371054,939.1332394651532,908.8579481955786,1023.6963061192308,861.2256524344654,941.6305220213272,1050.3063333906225,901.2315793736911,1033.839616354291
2016-10-25,7059.976732886536,928.6672416879172,892.7337699573873,986.7153414305964,857.1252343277182,928.1302576740374,1047.785483919793,899.4355762035251,989.6273363865524
2016-10-26,7003.689528507111,918.4826229238904,871.1016144621165,972.7707066130118,852.9720351954005,922.1894197510431,1030.6229859929294,903.3493565367736,959.4517107796844
2016-10-27,6924.230039013879,916.578820195014,865.3766484994458,961.6907366639192,843.6836774864366,912.7692878624052,1027.588810282605,886.517576233981,954.6578550544522
2016-10-28,6961.552669545767,913.7229839821844,864.3717684028946,956.5508560716568,838.76192311634,919.7616763654058,1035.8218129934933,900.1849986021243,949.8568303753397
2016-10-31,7004.766956851419,927.9551412291024,875.7313919253979,973.8925903706444,844.7451626050738,924.4076997817662,1041.7583238764594,899.8936650293549,969.3946160358084
2016-11-01,7052.002259491521,929.515499312396,893.1698162918615,968.6226200289182,862.365899821548,932.7405958912236,1049.0849951848777,898.904690327965,966.7613294513524
2016-11-02,7130.6738254420325,928.02111621789,888.4302061019908,958.755290404938,879.1171509766983,947.7984207850072,1053.517584935346,909.6650139151784,968.751214750228
2016-11-03,7220.987039013905,930.0919197324228,903.6232358796036,975.995525947462,889.6808537331822,954.0649492323604,1068.577868857279,916.646595863108,989.2053867970056
2016-11-04,7360.959628949103,951.3651136429831,932.780560769044,1002.3351095835258,914.0454820779148,960.7331787883036,1076.7883807571404,931.0485565468896,1007.2824640718356
2016-11-07,7447.633274395649,955.401543437755,937.0015293542244,1018.0091278435148,925.7504216141558,978.1415452587318,1087.6264059041373,943.0811360872096,1030.203573004373
2016-11-08,7416.82120873741,956.3040238655128,942.2571183000836,1021.9458054345856,927.5645408757264,968.4426128453192,1095.1984549036745,939.5753190679712,1033.7485762647182
2016-11-09,7307.48173663047,948.1766637585418,919.8750266405966,992.0271711881572,906.2791717814258,954.6741028077224,1083.8402858461395,924.391371790872,988.5695609143056
2016-11-10,7238.738588844058,948.9215303942397,904.3969258978392,984.433828950906,890.8651037954239,954.623981409792,1067.7935938705036,921.1946908285008,976.8817385667438
2016-11-11,7061.734633104955,927.3110885845094,868.8862226849137,952.0787162779146,880.7816488718843,952.4013698395426,1042.0093217364033,892.3538530216929,951.2508398632292
2016-11-14,6938.796456883552,918.0128532827348,856.842676314231,926.076817156106,856.742158208391,938.735300761752,1011.5557841437015,867.4876655827878,929.0282347437726
2016-11-15,6872.00025994126,926.06539903768,837.3104937880081,914.1395360595676,858.4017948778576,930.9220038358172,999.8425916334488,855.3330849607535,905.6235661396598
2016-11-16,6818.09918221855,919.0010699734762,837.6086226272199,913.1005116080884,851.9112754918027,920.8603976330528,983.6524038034568,842.9019207966057,902.4956285183578
2016-11-17,6801.398182376024,922.0615248464096,841.7726162183851,925.0105420944208,854.0022476767627,908.583206055305,971.1845022499358,829.8588698106463,902.3581148228304
2016-11-18,6741.037831758085,917.6588091488012,836.8061562961059,899.6235677770776,836.6642281107081,911.1699795027178,964.3007944326954,818.1379726221767,895.2650770807603
2016-11-21,6860.337430737221,929.0668551836526,870.3895947450453,949.7713046809988,856.4433895849091,935.5750882303156,975.1183018776044,833.8393533948891,948.3101279633717
2016-11-22,6847.892737947576,919.7398924174548,875.5384506367175,949.9982333020084,856.909131139197,923.1633971157812,982.1596730235616,825.0423818385447,964.7350232589198
2016-11-23,6811.314002002702,912.3539598730954,875.0599681040604,955.18474855777,852.9467995913428,920.6208781686084,981.8293705411344,807.4884280708437,968.9471799890414
2016-11-24,6726.2602492340975,900.2838583519541,858.6318530099994,931.5745411964024,842.2926416825114,897.9272066272679,972.5185573780578,805.7510720961764,969.0426947577574
2016-11-25,6658.856738551203,877.8926041596487,855.7801129065066,923.7858190963824,833.4773359728661,880.893291924914,963.7571631853832,801.6205546505432,955.3690874164158
2016-11-28,6691.9203964825865,881.7261425196015,858.9361249444463,932.708078049458,831.5711175095431,890.7250801629599,961.7593256585858,803.1426932468077,971.026575735443
2016-11-29,6661.745477925622,883.3202960101836,856.4710737959207,941.00538380505,834.658952788238,890.6945911689174,964.2792683264686,803.1495750116388,969.0694791015684
2016-11-30,6724.499118929858,891.5015635536755,861.4494136004986,945.7278800835234,844.5234304228206,901.1755439934008,975.9907384493335,805.3063525269998,971.318426697093
2016-12-01,6644.898936220212,889.1611295873673,848.9230120617676,932.318230500628,836.3644915027362,888.3538587676796,961.725372791916,798.8801536192263,944.0056338314934
2016-12-02,6626.1821835623305,890.8720076529688,852.6941493911846,925.1353859925882,830.9946890461813,881.3886854572587,963.4235636200848,793.369707081176,919.3751277993172
2016-12-05,6797.843808148604,914.248136321012,883.165866337319,948.6499633327904,852.4022024234827,905.3333065258804,986.7078400828448,813.0695061791635,959.0811441088388
2016-12-06,6837.047205907626,913.0459156546146,893.9342625425866,955.247311989094,852.3355668120591,911.4109384143826,996.2925598135558,806.6882103605598,986.980837343693
2016-12-07,6821.938516888231,909.1017053985348,903.9054485654624,967.2680877108626,846.8191052672755,916.3598641731608,995.3695285703122,822.0086316120919,982.9767420723622
2016-12-08,6931.946255913716,925.9435229935236,914.461583315341,986.9413948652484,850.8128752865554,925.3446605740124,1009.361782872542,835.5831439896115,1011.4140429611404
2016-12-09,6988.915764924479,935.8054772959416,906.1774016240172,968.7023920207324,854.7127653030507,927.7182545535338,1013.6508690445193,854.9844547281751,1003.5909659737082
2016-12-12,6921.011813422829,930.0351547202084,895.686941711837,966.0882513970251,847.9415591427845,930.922278956916,1001.9072994912946,855.9678335296139,1001.6430370437268
2016-12-13,6905.7445713365805,912.0311612963134,870.6392482274942,934.2189204778824,847.402248502801,933.9633707952064,1003.6203367545054,854.5339938851359,986.2741434401051
2016-12-14,6933.764150249332,914.5587157068876,873.2974563232141,933.0234559458864,855.6871033330727,940.0737954955468,1009.7223766671258,856.1149108930263,983.8305994551652
2016-12-15,6910.3138167310935,906.602790720622,872.1380026402762,922.96376379487,852.5997748926923,934.6633697471052,1002.5087493254064,864.2481137526885,991.5966486481334
2016-12-16,6921.790905441796,913.8188098260712,871.6807437198161,932.4737940283056,853.7153954400175,929.4146145217898,1006.9849610758702,864.4334077109296,1009.7354823156404
2016-12-19,7107.901807093341,944.6197857273668,906.5269800890308,976.6190349948952,871.349873244052,967.267782703997,1024.3408120582897,888.4558448743361,1059.4169934518873
2016-12-20,7170.704169840903,955.6958901756344,916.4253342859434,969.6362650728172,889.3032739166537,974.8921239285546,1030.0093800541151,891.832572040749,1061.8731534216972
2016-12-21,7110.044085373591,960.2538278874408,916.5648600446168,993.2932233045236,874.1131678276342,967.7278218100798,1025.470458199219,887.5836953725747,1074.2941680684246
2016-12-22,7021.254613320289,943.9415898527208,911.8678341356969,993.8504242549412,853.333452886903,950.8229227001146,1000.409021759166,876.1780904932394,1054.4160042012015
2016-12-23,6982.305392090164,950.4566312019572,924.4438817848225,1011.5772575571808,848.0059274530319,951.6636504628312,988.022176946635,876.9009237710941,1067.0083720151126
2016-12-26,7111.201020050831,960.109306485233,941.9668807451208,1025.6594096486408,868.1893572871567,974.4008257507924,1001.6102778743254,884.098325589767,1088.697742566381
2016-12-27,7035.258917368293,952.3364063216048,929.3075116040924,991.1085107210276,863.5975308942719,964.1431160074912,1009.625518437758,875.7638476329707,1052.561615902632
2016-12-28,7125.971515307484,969.3701072527252,943.1027910558222,999.919410625376,874.9073870522228,986.6256596536213,1031.0480459807638,890.3622484948277,1072.8705276072249
2016-12-29,7157.377657789131,980.6296247943116,950.489989594975,1000.8525638726916,890.0526637632881,989.7401953338692,1043.3839053927964,891.9845014275194,1065.98177121241
2016-12-30,7175.187254186877,972.22511121416,958.7416855255982,1002.078435041906,899.9293917021981,993.9959023538996,1038.6416895903242,896.1726755763918,1057.4049771061757
2017-01-02,7179.897909086923,963.10647409821,963.4090716881044,1007.4529453810178,901.3836359281916,988.3128009728282,1049.3406381001607,904.61401469778,1063.0215928875214
2017-01-03,7146.13245834606,952.8845998239404,963.3373902818566,1005.2121865297923,902.5966530135312,992.5511480568706,1057.146168751599,898.0588127806011,1079.1406958444798
2017-01-04,7244.105352844564,966.6148616716788,980.0246768322598,1045.9843978220106,911.5748466627516,1001.2332624181494,1077.8687147457226,901.0161601562278,1111.3779967272626
2017-01-05,7157.063209708063,947.976781405936,970.2345596533356,1039.726622390262,897.9474443658198,974.9788770243324,1057.5148575430994,899.1855687285948,1112.9276335500747
2017-01-06,7118.394599976959,935.6673199140712,971.3294298192455,1035.9809738033505,886.1120757206246,966.2377275635106,1042.8343324305167,891.7737211402437,1113.627806193774
2017-01-09,7170.677941776009,952.9096778804844,989.3969606935926,1052.399643481308,884.9621310758062,976.7065082036548,1051.4227231292546,893.5092457250715,1140.412859630571
2017-01-10,7314.672960425405,969.9187391370906,1023.6913235629542,1071.881196304725,913.1491292712908,992.9293310390292,1084.2956802317456,911.7880257926,1175.9945403010051
2017-01-11,7373.767048360655,974.4227108049938,1035.9501279006813,1070.285102323167,919.7727636516532,1006.5448697920782,1094.0757038570866,918.6396624372638,1184.5944830836377
2017-01-12,7251.997898342004,965.0196914311653,998.1575901260278,1042.372690957172,909.5495495963836,990.6661950999628,1072.6116516756997,908.9584380582398,1148.234174399013
2017-01-13,7291.398184571844,971.2275483981211,987.978792630791,1027.3147163025887,912.5863454557724,996.87897423802,1082.9207106871663,908.3328526249488,1130.7569569631598
2017-01-16,7203.690476485142,953.8323915628494,977.747729013901,1012.359711945852,912.4849082912348,986.2202283977718,1065.1407430989784,898.6460147253985,1144.3930759825885
2017-01-17,7096.77312890248,945.1917393294956,950.3782016243445,986.1530716607016,894.8026188203362,970.615288190702,1050.702085863475,892.7635367881925,1099.1311257078107
2017-01-18,7177.471645880182,938.489031850839,952.8908024196736,977.9971205728448,904.2246498336168,982.0567536527894,1066.676308291614,906.8488274150816,1088.2257504231588
2017-01-19,7202.656155392402,939.0433468947214,947.0699641706676,969.835067701785,914.9790453637228,992.864129612658,1062.957004833025,915.4240157187184,1073.8687390028438
2017-01-20,7308.618262356676,955.6051807714646,949.052640841603,966.0870435477171,912.2268838841976,1007.093678812686,1076.038038833732,925.8035381849392,1066.7551972901776
2017-01-23,7434.56629330513,954.293153662814,956.6430054723336,997.743350214054,934.3024424835284,1026.765417053829,1094.7390989318828,939.3036457788558,1074.3822244889593
2017-01-24,7450.044632465649,961.0743993790188,953.3268630235808,985.4536897613664,940.6679482873049,1034.637089845909,1103.5902282388606,942.873418468492,1058.6031054179127
2017-01-25,7351.369869048718,953.2166327204142,931.5212337146552,978.172676273306,921.5581891981036,1012.9705919935822,1103.276951583145,944.1670526224668,1046.827033585889
2017-01-26,7370.683743864288,969.168752768373,933.5777287945964,1006.4924123127288,937.0858405967756,1019.9067782648387,1097.3937932838064,956.9733966002962,1070.5686401385365
2017-01-27,7288.42764430333,956.950324925352,899.1998246988709,970.2524678251452,926.2020472793092,1008.0635001309768,1086.3129642173203,934.0441725910774,1023.232680951193
2017-01-30,7272.092613999953,966.883739123945,898.2465118721792,949.8412828748698,921.6484690237128,1013.3414392035908,1074.1676978220817,942.094719820308,1010.1312299815038
2017-01-31,7313.450509607974,963.5195790143453,899.9085704747397,948.0507232782433,936.8775973690312,1023.455951612602,1073.2032786340662,950.5639522336444,1021.4109213957304
2017-02-01,7406.185544233484,979.889715896804,916.1687109007952,961.9769687795616,957.5644259071222,1041.363853380086,1094.433805794998,951.1198223636704,1049.928140780174
2017-02-02,7424.728008212371,986.6112445018292,912.4860127325112,981.373289714604,955.6673240911432,1052.5225529971715,1095.8026514345852,967.6250022619188,1059.973047756787
2017-02-03,7580.97535432896,1008.8686310779256,929.3761092752763,1013.285076302286,974.9630474334004,1070.3769981345306,1128.5958904161707,978.1245538735026,1106.438471638456
2017-02-06,7593.323024819547,1002.217771797716,935.1100109084256,1019.6494021301946,975.5788314348694,1067.5581606616106,1141.0186758366892,983.9511699304608,1108.2209290069943
2017-02-07,7578.247629810615,1000.1900042883394,932.9663561885702,1020.8963529120796,981.2799126793132,1060.6577550604443,1131.27315679636,981.9054892333772,1080.8338007573211
2017-02-08,7633.686302218458,1012.169180817998,939.9337695513052,1029.0739500855468,987.7770483531176,1080.165741749628,1136.5405587207526,979.7109942648513,1085.7775614909078
2017-02-09,7649.257616434758,1003.427359911538,941.3060634989786,1011.79417766245,977.469246686336,1088.1844802801686,1136.904495630547,984.660364506367,1064.3452021512394
2017-02-10,7789.179378751006,1031.605712767788,979.0486530693524,1047.8879877363956,993.8346181901336,1101.658896428581,1146.6265459638423,1000.3226637093504,1096.3531017496764
2017-02-13,7916.934715339533,1047.9371511790268,1004.572755983313,1070.3955955265571,1023.3758187081194,1107.806446472665,1176.4913006241818,1013.393248276414,1127.564069205461
2017-02-14,8032.297948424665,1053.9995411534044,1012.4436142128772,1078.2254674901458,1032.2526364265125,1105.2665125262629,1191.9719075872245,1035.7821236880204,1147.1697210244065
2017-02-15,8018.598584411746,1042.7235352050157,1011.9504552230704,1088.211833163427,1036.5379120137,1091.9647321085624,1191.466182325918,1039.201709136387,1147.9369193244656
2017-02-16,8064.675568606252,1055.904947421031,1012.7121990249972,1083.6055237122334,1058.2172451683257,1104.507466696606,1200.0259766299414,1040.161384395264,1143.826630238509
2017-02-17,8120.267374415445,1064.969523285915,1018.869205528802,1102.634906447113,1070.3248591614713,1125.909104437799,1210.532875119859,1040.122720510176,1162.8430385953593
2017-02-20,8220.623104860524,1090.8582453453134,1042.8801634612694,1128.2271338656403,1097.9797494190964,1141.609774780782,1232.080210296926,1046.8526898940736,1183.4682124537712
